geneid	15948X1	15948X2	15948X3	15948X4	15948X5	15948X6	15948X7	15948X8	15948X9	15948X10
ENSMUSG00000000253	33	57	257	58	30	188	413	137	93	55
ENSMUSG00000000263	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000266	57	74	249	80	57	115	314	174	105	76
ENSMUSG00000000275	27	66	151	42	33	105	223	82	59	49
ENSMUSG00000000276	56	66	221	70	53	118	286	115	60	84
ENSMUSG00000000278	16	16	91	32	11	43	156	67	32	19
ENSMUSG00000000282	7	5	23	9	14	20	28	17	12	7
ENSMUSG00000000290	2	5	37	4	11	27	64	21	12	7
ENSMUSG00000000295	1	2	5	2	5	12	27	4	4	4
ENSMUSG00000000296	3	3	14	5	6	9	46	15	14	1
ENSMUSG00000000301	0	0	2	2	0	1	13	2	0	0
ENSMUSG00000000303	0	0	2	0	0	1	0	1	0	1
ENSMUSG00000000305	11	15	28	10	10	20	118	59	9	11
ENSMUSG00000000308	0	1	1	1	0	0	5	4	2	2
ENSMUSG00000000317	24	33	174	33	13	84	339	78	57	38
ENSMUSG00000000318	3	1	8	1	0	3	11	2	0	5
ENSMUSG00000000320	2	5	11	5	0	6	37	19	20	4
ENSMUSG00000000325	8	10	41	6	6	18	114	27	24	6
ENSMUSG00000000326	56	100	424	96	55	288	914	476	168	101
ENSMUSG00000000339	5	6	45	14	7	26	85	34	15	12
ENSMUSG00000000340	115	195	604	192	151	356	444	146	143	119
ENSMUSG00000000346	82	99	410	116	83	296	712	374	187	104
ENSMUSG00000000355	19	28	88	40	17	69	137	56	30	32
ENSMUSG00000000359	2	6	24	4	3	8	30	15	13	4
ENSMUSG00000000365	0	0	4	4	0	2	16	2	1	1
ENSMUSG00000000374	37	54	215	60	50	176	439	161	93	44
ENSMUSG00000000378	5	10	52	18	6	37	115	48	27	7
ENSMUSG00000000381	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000384	19	24	113	38	20	95	228	79	42	19
ENSMUSG00000000385	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000000386	0	1	5	2	0	4	25	11	2	2
ENSMUSG00000000392	14	17	80	15	11	38	151	56	31	28
ENSMUSG00000000394	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000399	203	260	1336	367	284	871	2161	584	443	294
ENSMUSG00000000402	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000000409	0	0	2	1	0	0	7	1	2	0
ENSMUSG00000000411	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000000416	4	1	11	3	3	8	18	11	4	11
ENSMUSG00000000420	125	195	699	191	165	474	1121	386	276	192
ENSMUSG00000000435	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000439	27	37	149	35	38	101	360	122	80	38
ENSMUSG00000000440	10	24	98	24	19	58	145	40	26	22
ENSMUSG00000000441	78	96	497	127	71	316	778	231	138	96
ENSMUSG00000000486	2	1	6	5	2	6	14	9	3	3
ENSMUSG00000000489	16	13	82	13	17	53	207	68	30	15
ENSMUSG00000000530	13	25	95	22	19	70	214	76	47	32
ENSMUSG00000000531	5	16	23	5	13	25	62	25	10	15
ENSMUSG00000000532	7	14	68	13	8	42	115	40	34	9
ENSMUSG00000000538	83	91	385	90	79	270	859	322	155	81
ENSMUSG00000000544	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000552	6	1	8	3	1	7	15	10	6	2
ENSMUSG00000000555	23	25	114	19	27	66	298	129	63	38
ENSMUSG00000000560	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000000561	13	19	68	20	17	57	134	32	32	14
ENSMUSG00000000562	4	0	2	0	1	1	1	0	0	0
ENSMUSG00000000563	425	697	3024	790	581	1941	4367	1307	1021	673
ENSMUSG00000000567	2	3	21	3	3	3	47	47	12	8
ENSMUSG00000000568	60	82	205	102	55	168	285	140	91	104
ENSMUSG00000000579	1	0	5	1	0	4	11	1	2	5
ENSMUSG00000000581	26	25	97	30	22	74	179	75	31	29
ENSMUSG00000000594	20	25	89	23	9	69	188	73	24	24
ENSMUSG00000000600	85	129	498	152	104	317	727	225	193	144
ENSMUSG00000000605	142	228	776	295	269	573	807	312	220	265
ENSMUSG00000000606	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000617	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000627	0	0	0	0	0	1	4	0	0	0
ENSMUSG00000000628	367	441	1531	355	321	1422	6758	1942	1046	409
ENSMUSG00000000631	290	305	991	319	250	783	2176	709	547	290
ENSMUSG00000000632	0	0	2	3	1	0	5	2	0	0
ENSMUSG00000000673	0	0	1	1	0	0	4	1	1	1
ENSMUSG00000000682	1	0	4	2	0	5	23	9	4	4
ENSMUSG00000000686	0	0	11	1	0	2	5	0	2	1
ENSMUSG00000000690	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000693	5	7	19	4	5	22	136	134	30	15
ENSMUSG00000000701	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000706	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000000708	199	223	880	278	228	541	1097	421	348	219
ENSMUSG00000000711	38	49	224	53	44	156	412	115	92	55
ENSMUSG00000000724	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000730	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000000731	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000732	1	7	35	7	10	19	38	20	10	2
ENSMUSG00000000738	85	118	531	113	100	340	610	194	182	117
ENSMUSG00000000739	1	0	1	0	1	2	11	2	1	0
ENSMUSG00000000740	24	26	114	29	14	92	329	70	49	15
ENSMUSG00000000743	12	10	73	14	11	30	228	57	36	17
ENSMUSG00000000751	27	56	201	45	28	113	264	111	44	40
ENSMUSG00000000753	9	26	94	17	10	43	692	314	127	53
ENSMUSG00000000759	41	53	184	60	43	116	261	93	81	91
ENSMUSG00000000766	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000776	11	22	97	15	17	47	162	44	28	20
ENSMUSG00000000782	2	5	3	0	0	1	4	1	0	0
ENSMUSG00000000787	491	619	2706	740	337	1650	4146	1519	766	717
ENSMUSG00000000791	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000000792	0	0	0	0	0	0	4	1	0	1
ENSMUSG00000000794	7	4	36	7	1	23	35	21	9	9
ENSMUSG00000000804	78	104	337	102	72	230	544	283	157	110
ENSMUSG00000000805	16	12	39	12	28	27	42	23	31	11
ENSMUSG00000000811	21	27	102	35	24	72	139	59	34	33
ENSMUSG00000000817	0	0	2	0	0	0	2	2	0	0
ENSMUSG00000000823	20	8	94	34	16	34	122	54	33	17
ENSMUSG00000000826	48	69	273	77	57	200	562	206	113	71
ENSMUSG00000000827	32	53	173	38	40	117	346	139	75	54
ENSMUSG00000000838	56	76	270	88	49	137	427	190	128	100
ENSMUSG00000000861	10	8	35	6	8	12	22	20	4	10
ENSMUSG00000000869	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000876	27	30	112	25	27	81	151	59	45	28
ENSMUSG00000000881	14	10	53	13	11	24	96	34	12	18
ENSMUSG00000000884	2	0	8	1	2	5	20	12	3	0
ENSMUSG00000000889	3	6	20	6	6	18	9	10	8	6
ENSMUSG00000000901	8	3	14	2	1	4	22	10	9	1
ENSMUSG00000000902	6	14	57	12	11	36	137	39	13	10
ENSMUSG00000000903	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000000915	14	28	90	25	20	62	195	76	38	26
ENSMUSG00000000916	10	10	28	5	9	32	42	29	6	4
ENSMUSG00000000934	12	11	45	15	14	27	41	16	12	14
ENSMUSG00000000938	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000942	0	0	0	0	0	0	2	1	1	0
ENSMUSG00000000948	25	55	140	65	39	78	75	37	21	72
ENSMUSG00000000957	4	12	53	13	4	22	272	83	31	7
ENSMUSG00000000958	2	2	15	1	3	5	17	7	7	4
ENSMUSG00000000959	28	45	171	54	32	120	343	145	58	45
ENSMUSG00000000976	4	15	56	17	13	47	129	63	24	18
ENSMUSG00000000982	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000000983	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000001014	0	0	2	0	0	1	0	1	1	0
ENSMUSG00000001016	37	56	218	48	37	127	282	103	56	51
ENSMUSG00000001017	43	74	217	53	43	115	431	156	63	49
ENSMUSG00000001018	38	71	233	66	48	130	431	150	82	55
ENSMUSG00000001020	2	0	12	4	1	3	43	3	9	3
ENSMUSG00000001021	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000001023	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001025	14	17	64	6	5	35	178	45	35	23
ENSMUSG00000001027	26	26	100	40	13	54	94	33	14	34
ENSMUSG00000001029	5	17	43	10	13	35	141	27	4	9
ENSMUSG00000001034	3	6	29	5	4	8	38	18	13	4
ENSMUSG00000001036	28	39	189	45	33	113	312	104	60	36
ENSMUSG00000001039	2	3	5	1	0	5	17	7	3	0
ENSMUSG00000001052	50	50	211	72	48	114	295	172	82	51
ENSMUSG00000001053	1	5	24	4	7	28	156	23	16	7
ENSMUSG00000001054	5	9	42	8	5	14	123	44	20	5
ENSMUSG00000001056	3	5	50	4	5	24	133	17	16	9
ENSMUSG00000001062	5	15	46	4	8	42	97	43	27	7
ENSMUSG00000001065	10	19	76	17	10	66	102	40	31	13
ENSMUSG00000001076	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001082	0	0	4	2	1	5	28	9	5	0
ENSMUSG00000001089	130	179	660	175	189	456	1133	442	326	206
ENSMUSG00000001095	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001098	23	31	143	26	31	102	357	111	93	28
ENSMUSG00000001100	49	78	343	72	57	195	710	235	183	58
ENSMUSG00000001103	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000001105	25	38	138	28	28	96	204	62	54	44
ENSMUSG00000001119	77	104	414	120	65	317	1638	564	338	190
ENSMUSG00000001120	2	4	11	5	0	2	22	8	6	3
ENSMUSG00000001123	15	25	54	15	13	51	202	100	27	20
ENSMUSG00000001127	39	56	236	48	37	132	392	148	87	48
ENSMUSG00000001128	1	3	18	2	0	22	42	17	2	7
ENSMUSG00000001131	1	3	5	3	1	0	82	29	33	1
ENSMUSG00000001134	6	12	49	15	11	19	64	14	13	8
ENSMUSG00000001138	2	6	38	20	13	38	46	26	18	8
ENSMUSG00000001143	11	18	67	19	13	41	89	37	22	10
ENSMUSG00000001150	15	27	109	40	26	88	191	71	41	37
ENSMUSG00000001151	158	195	780	212	167	462	684	250	169	146
ENSMUSG00000001155	0	0	1	2	0	0	0	0	0	0
ENSMUSG00000001156	9	6	41	14	11	31	51	17	18	10
ENSMUSG00000001157	10	12	41	15	9	27	70	20	13	17
ENSMUSG00000001158	18	43	181	47	30	116	251	86	53	36
ENSMUSG00000001166	1	0	2	0	0	0	4	3	1	0
ENSMUSG00000001168	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001173	19	38	127	40	30	81	201	75	35	49
ENSMUSG00000001175	153	282	1104	298	220	704	2110	731	411	268
ENSMUSG00000001211	149	175	768	277	165	517	939	264	190	200
ENSMUSG00000001225	2	1	16	0	0	5	9	1	1	0
ENSMUSG00000001227	1	5	28	6	5	14	67	25	15	3
ENSMUSG00000001228	1	3	6	1	2	6	61	6	5	1
ENSMUSG00000001229	14	37	104	26	23	73	174	59	48	24
ENSMUSG00000001240	7	14	82	13	17	71	135	43	35	18
ENSMUSG00000001247	1	2	2	1	2	6	4	4	1	2
ENSMUSG00000001248	22	58	122	30	17	55	254	86	54	36
ENSMUSG00000001249	2	2	0	0	0	1	0	3	1	2
ENSMUSG00000001260	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001270	6	13	68	11	7	49	192	85	38	18
ENSMUSG00000001280	87	115	514	147	112	278	615	277	158	143
ENSMUSG00000001281	2	0	5	0	0	1	8	4	2	0
ENSMUSG00000001285	4	8	38	9	8	29	71	14	8	6
ENSMUSG00000001288	14	19	50	18	9	49	144	33	34	25
ENSMUSG00000001289	94	91	513	106	71	310	687	183	200	96
ENSMUSG00000001300	26	40	150	42	41	83	306	138	92	50
ENSMUSG00000001305	11	7	46	18	6	35	71	26	21	19
ENSMUSG00000001313	3	5	13	2	1	17	30	21	3	1
ENSMUSG00000001323	32	44	166	43	34	109	257	111	70	44
ENSMUSG00000001333	40	77	158	68	52	161	449	205	90	79
ENSMUSG00000001334	285	426	1722	485	324	1254	3074	924	636	407
ENSMUSG00000001348	0	0	3	1	0	0	8	1	0	1
ENSMUSG00000001349	0	2	30	4	4	13	15	2	22	15
ENSMUSG00000001366	26	41	108	44	28	85	148	88	43	38
ENSMUSG00000001376	35	47	193	62	38	104	254	112	63	43
ENSMUSG00000001380	19	40	235	51	39	119	388	107	76	60
ENSMUSG00000001383	56	57	265	79	39	178	416	157	110	81
ENSMUSG00000001403	0	0	1	1	0	0	29	6	4	0
ENSMUSG00000001415	21	42	157	50	26	130	465	143	96	34
ENSMUSG00000001416	63	124	484	137	131	360	999	294	201	119
ENSMUSG00000001418	10	6	33	4	2	26	125	46	21	4
ENSMUSG00000001419	93	141	416	182	106	260	487	263	144	131
ENSMUSG00000001420	0	0	1	0	1	3	1	1	1	0
ENSMUSG00000001424	78	85	350	95	63	222	609	228	134	89
ENSMUSG00000001435	4	5	38	12	7	23	160	43	36	11
ENSMUSG00000001436	3	1	6	1	2	2	11	6	3	1
ENSMUSG00000001440	183	271	910	258	223	627	1666	507	379	203
ENSMUSG00000001441	101	136	502	138	89	280	433	149	130	88
ENSMUSG00000001444	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000001445	8	25	72	16	12	69	223	78	40	23
ENSMUSG00000001467	21	39	99	41	14	85	252	71	33	40
ENSMUSG00000001472	77	127	581	155	99	388	1296	406	265	138
ENSMUSG00000001473	7	8	55	10	6	48	175	73	32	9
ENSMUSG00000001482	18	20	96	29	21	89	408	143	76	31
ENSMUSG00000001493	3	9	44	10	3	25	497	300	106	27
ENSMUSG00000001494	0	0	13	2	1	1	20	9	5	2
ENSMUSG00000001496	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001497	1	1	1	0	0	1	0	0	0	0
ENSMUSG00000001504	9	13	17	14	9	5	21	4	3	4
ENSMUSG00000001506	26	46	128	41	17	79	1100	565	284	79
ENSMUSG00000001507	5	5	44	9	10	30	74	28	17	10
ENSMUSG00000001508	36	54	272	48	45	172	565	174	114	45
ENSMUSG00000001510	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001517	0	1	0	3	0	3	43	1	1	0
ENSMUSG00000001518	10	13	41	10	2	16	51	21	14	9
ENSMUSG00000001520	0	1	3	0	0	4	3	5	1	0
ENSMUSG00000001521	6	8	21	14	4	20	69	25	13	4
ENSMUSG00000001524	3	4	17	3	6	18	65	17	13	6
ENSMUSG00000001525	57	78	381	89	93	272	1162	333	192	107
ENSMUSG00000001542	21	69	217	81	81	145	407	142	106	67
ENSMUSG00000001552	114	138	450	117	79	308	862	428	223	148
ENSMUSG00000001555	9	8	43	14	1	20	94	36	18	6
ENSMUSG00000001558	1	2	6	0	1	2	5	1	0	1
ENSMUSG00000001566	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001569	39	48	191	71	38	130	259	86	75	57
ENSMUSG00000001576	23	42	139	32	25	80	256	121	78	37
ENSMUSG00000001583	1	0	0	2	0	0	2	0	0	0
ENSMUSG00000001588	0	0	4	2	0	0	8	5	0	1
ENSMUSG00000001604	124	147	634	173	127	421	429	205	136	127
ENSMUSG00000001622	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001627	60	111	463	114	104	251	538	225	112	116
ENSMUSG00000001630	28	29	143	47	25	90	180	70	72	52
ENSMUSG00000001632	21	32	113	24	20	66	134	72	35	38
ENSMUSG00000001642	26	41	199	48	26	129	308	100	67	40
ENSMUSG00000001655	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001656	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001657	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001661	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000001663	11	11	33	3	6	21	31	12	3	3
ENSMUSG00000001665	3	3	12	1	2	4	14	7	5	2
ENSMUSG00000001666	8	12	37	13	7	17	61	19	10	5
ENSMUSG00000001670	0	1	6	0	0	0	2	0	0	0
ENSMUSG00000001672	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000001674	10	12	40	9	16	17	67	20	19	9
ENSMUSG00000001687	73	87	473	142	92	310	647	208	186	111
ENSMUSG00000001700	3	17	43	11	11	34	135	57	23	17
ENSMUSG00000001707	4	16	26	5	8	35	120	40	12	9
ENSMUSG00000001729	86	112	509	117	86	291	832	241	194	96
ENSMUSG00000001739	0	1	19	2	1	7	32	6	4	3
ENSMUSG00000001741	15	19	61	18	17	39	151	87	44	22
ENSMUSG00000001750	5	5	23	4	5	18	97	22	12	1
ENSMUSG00000001751	2	3	16	3	1	14	79	22	16	1
ENSMUSG00000001755	9	7	39	11	2	25	59	14	10	1
ENSMUSG00000001761	8	34	58	32	17	35	98	51	22	44
ENSMUSG00000001763	0	2	6	1	3	3	5	4	8	2
ENSMUSG00000001767	36	56	224	63	33	118	261	80	70	47
ENSMUSG00000001768	55	57	234	66	46	110	295	163	104	106
ENSMUSG00000001773	0	2	3	1	0	1	1	0	0	3
ENSMUSG00000001774	99	137	623	173	155	401	910	266	224	173
ENSMUSG00000001783	41	51	256	60	49	158	431	137	90	41
ENSMUSG00000001785	17	35	108	40	22	68	210	72	44	23
ENSMUSG00000001786	8	24	58	17	20	47	96	42	19	19
ENSMUSG00000001794	131	190	742	201	152	489	1216	566	347	190
ENSMUSG00000001802	7	7	22	4	1	13	32	19	12	3
ENSMUSG00000001804	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000001815	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001819	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001823	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827	0	0	0	1	0	0	3	0	1	0
ENSMUSG00000001829	37	60	259	63	35	177	387	200	92	68
ENSMUSG00000001833	345	502	1716	614	402	1143	3002	1027	777	613
ENSMUSG00000001844	6	6	28	12	9	29	100	44	18	9
ENSMUSG00000001847	140	197	737	201	156	500	1234	540	342	201
ENSMUSG00000001855	26	33	107	34	21	65	166	67	34	26
ENSMUSG00000001864	0	3	12	3	2	5	15	3	5	2
ENSMUSG00000001865	3	2	14	0	3	14	6	4	3	6
ENSMUSG00000001870	73	105	372	102	64	248	420	192	151	78
ENSMUSG00000001891	335	489	1821	584	632	1851	11938	3582	2466	1239
ENSMUSG00000001901	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000001909	16	17	75	19	12	49	147	65	26	27
ENSMUSG00000001910	19	40	121	37	22	116	290	140	76	31
ENSMUSG00000001911	124	142	350	159	105	286	452	330	129	125
ENSMUSG00000001918	4	8	46	6	6	15	66	41	14	8
ENSMUSG00000001924	122	201	676	193	116	494	1529	554	301	147
ENSMUSG00000001930	35	57	207	83	40	89	495	240	310	93
ENSMUSG00000001942	17	23	124	26	11	51	134	40	24	27
ENSMUSG00000001943	10	13	64	12	15	41	78	42	21	15
ENSMUSG00000001946	20	37	173	31	27	134	341	92	74	46
ENSMUSG00000001948	10	9	34	12	7	21	28	10	8	5
ENSMUSG00000001962	26	31	67	33	24	72	151	63	69	47
ENSMUSG00000001964	14	36	115	31	17	49	157	70	38	25
ENSMUSG00000001983	52	42	185	58	46	141	392	134	100	67
ENSMUSG00000001985	0	0	4	1	0	1	3	2	1	0
ENSMUSG00000001986	1	7	10	6	7	9	79	37	15	12
ENSMUSG00000001988	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001995	79	144	371	110	54	267	536	229	123	85
ENSMUSG00000001998	21	20	128	39	29	76	168	55	48	43
ENSMUSG00000001999	3	11	32	9	4	20	83	31	17	6
ENSMUSG00000002006	1	2	16	3	0	8	15	16	5	8
ENSMUSG00000002007	21	29	84	12	22	62	131	46	15	19
ENSMUSG00000002010	308	615	1919	566	394	1286	1947	1001	454	432
ENSMUSG00000002012	1	0	7	5	2	5	10	1	1	2
ENSMUSG00000002014	10	19	64	13	14	46	189	75	26	21
ENSMUSG00000002015	31	30	150	42	30	114	273	89	62	42
ENSMUSG00000002017	51	44	204	64	54	146	379	126	94	59
ENSMUSG00000002020	1	0	10	0	0	4	422	410	92	11
ENSMUSG00000002028	116	154	484	185	140	365	677	403	232	156
ENSMUSG00000002031	14	14	54	20	11	27	90	38	21	21
ENSMUSG00000002032	3	2	16	3	0	9	33	6	3	5
ENSMUSG00000002033	0	1	5	0	0	0	3	1	0	0
ENSMUSG00000002043	2	1	10	2	2	10	21	0	3	0
ENSMUSG00000002052	132	151	526	182	152	389	759	355	227	194
ENSMUSG00000002055	1	1	1	1	1	1	39	4	2	1
ENSMUSG00000002057	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002058	0	1	12	3	1	3	15	6	2	0
ENSMUSG00000002059	1	3	14	5	1	8	35	18	6	4
ENSMUSG00000002064	15	26	95	17	9	70	136	47	25	23
ENSMUSG00000002068	0	0	3	2	3	2	11	3	2	0
ENSMUSG00000002076	0	0	1	1	0	3	6	0	0	1
ENSMUSG00000002083	0	1	5	1	0	3	4	1	0	0
ENSMUSG00000002100	1960	2576	11221	2611	1878	7704	28192	9608	7241	2371
ENSMUSG00000002102	104	128	670	162	94	417	979	331	218	127
ENSMUSG00000002103	16	32	112	44	28	68	218	65	31	27
ENSMUSG00000002104	5	7	33	3	2	15	55	12	5	1
ENSMUSG00000002105	16	37	92	26	27	59	159	72	42	20
ENSMUSG00000002107	106	151	668	182	137	407	1077	520	279	195
ENSMUSG00000002108	13	13	51	11	9	37	47	21	20	12
ENSMUSG00000002109	5	5	27	9	5	11	28	17	14	10
ENSMUSG00000002111	1	2	15	1	2	8	28	10	6	5
ENSMUSG00000002129	34	56	196	50	33	116	252	132	65	40
ENSMUSG00000002147	55	55	254	60	34	171	528	190	104	59
ENSMUSG00000002190	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002204	0	0	6	0	1	1	6	2	0	1
ENSMUSG00000002205	9	12	43	8	7	15	93	28	15	11
ENSMUSG00000002210	12	12	20	5	9	17	55	14	7	6
ENSMUSG00000002221	36	30	85	28	39	57	149	59	31	32
ENSMUSG00000002222	164	263	988	251	198	540	1091	418	273	241
ENSMUSG00000002227	10	13	17	14	6	18	83	38	16	10
ENSMUSG00000002228	5	2	24	4	4	28	97	24	11	4
ENSMUSG00000002233	10	15	116	25	11	58	352	98	57	28
ENSMUSG00000002240	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002249	4	4	44	10	0	14	57	23	13	4
ENSMUSG00000002250	7	9	50	10	16	42	77	35	16	11
ENSMUSG00000002257	3	1	6	1	0	9	25	5	0	2
ENSMUSG00000002265	32	49	237	58	28	96	207	241	108	73
ENSMUSG00000002266	3	7	20	11	4	29	30	5	5	5
ENSMUSG00000002274	1	7	21	5	6	18	58	22	9	6
ENSMUSG00000002279	20	13	74	15	17	59	131	52	22	17
ENSMUSG00000002280	16	19	101	29	14	83	246	67	53	21
ENSMUSG00000002289	13	4	59	16	10	11	44	15	6	15
ENSMUSG00000002297	3	5	21	9	5	18	40	12	11	7
ENSMUSG00000002307	8	10	45	23	6	40	102	37	16	9
ENSMUSG00000002308	4	4	27	7	4	27	47	13	5	1
ENSMUSG00000002319	11	6	34	9	8	33	99	38	28	8
ENSMUSG00000002320	3	18	58	13	11	47	146	45	21	7
ENSMUSG00000002324	1	1	0	0	0	1	0	1	0	0
ENSMUSG00000002325	21	27	127	35	15	97	220	84	60	30
ENSMUSG00000002326	6	9	48	4	8	31	95	29	14	10
ENSMUSG00000002329	23	46	218	48	32	157	507	164	129	60
ENSMUSG00000002332	7	17	100	16	11	48	235	79	36	15
ENSMUSG00000002341	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000002342	22	20	106	35	14	83	224	61	31	25
ENSMUSG00000002343	2	2	14	1	2	14	31	7	3	6
ENSMUSG00000002345	6	10	34	13	12	22	72	24	16	3
ENSMUSG00000002346	30	30	91	32	25	60	66	35	17	22
ENSMUSG00000002365	31	48	189	49	23	115	328	153	79	46
ENSMUSG00000002372	8	17	93	18	15	68	193	80	41	21
ENSMUSG00000002379	39	63	277	59	49	189	731	240	150	42
ENSMUSG00000002384	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002393	6	14	40	13	9	28	121	35	22	8
ENSMUSG00000002395	24	38	123	41	17	92	359	96	53	24
ENSMUSG00000002396	6	10	23	13	1	33	101	26	14	7
ENSMUSG00000002409	4	6	22	8	2	18	51	29	12	6
ENSMUSG00000002413	61	77	348	108	68	212	525	238	159	91
ENSMUSG00000002416	56	65	379	90	46	252	555	186	120	64
ENSMUSG00000002428	74	125	302	109	61	184	327	114	108	104
ENSMUSG00000002455	55	78	329	93	50	217	487	191	112	82
